Date,Time,SO2,NO,NO2,NOX,CO,O3,PM2.5,PM10,Temperature,RH,Solar_Rad,AQI,AQI_severity,Location
2025-02-18,22:00,87.78,130.1,328.85,309.45,28.85,0.03,216.32,84.44,24.35,61.2,301.25,290.0,Very Unhealthy,Mymensingh
2025-02-18,22:00,51.17,183.12,244.59,34.27,19.31,0.13,291.36,374.1,28.99,59.23,667.91,334.0,Hazardous,Rangpur
2025-02-18,23:00,163.86,112.12,90.78,266.7,7.11,0.05,33.54,300.85,31.73,51.72,512.13,174.0,Unhealthy,Dhaka
2025-02-18,23:00,196.14,24.65,153.66,336.3,7.59,0.04,103.34,114.99,27.2,65.52,868.6,176.0,Unhealthy,Chattogram
2025-02-18,23:00,151.78,154.87,297.4,211.58,10.57,0.03,89.63,329.13,25.02,91.37,731.93,188.0,Unhealthy,Khulna
2025-02-18,23:00,194.1,60.6,270.55,290.98,18.16,0.06,167.32,329.86,25.3,70.44,863.66,219.0,Very Unhealthy,Rajshahi
2025-02-18,23:00,190.61,139.91,82.59,119.53,10.46,0.07,209.7,347.66,11.65,61.48,110.37,260.0,Very Unhealthy,Barisal
2025-02-18,23:00,298.26,73.33,97.51,77.8,19.25,0.14,50.23,377.66,34.1,67.29,747.14,237.0,Very Unhealthy,Sylhet
2025-02-18,23:00,191.66,119.96,240.79,123.48,5.39,0.13,185.15,230.22,11.96,94.86,724.21,235.0,Very Unhealthy,Mymensingh
2025-02-18,23:00,27.96,161.71,238.2,177.53,19.87,0.07,240.88,154.01,15.95,58.33,131.68,291.0,Very Unhealthy,Rangpur
2025-02-19,00:00,78.1,142.33,191.34,72.85,1.74,0.11,227.94,111.11,33.4,52.47,958.99,278.0,Very Unhealthy,Dhaka
2025-02-19,00:00,274.81,149.85,393.02,174.26,9.4,0.06,202.05,295.66,15.37,58.27,740.69,252.0,Very Unhealthy,Chattogram
2025-02-19,00:00,244.67,52.41,130.94,295.62,11.89,0.11,163.39,325.92,18.74,64.52,120.52,214.0,Very Unhealthy,Khulna
2025-02-19,00:00,271.47,92.39,204.46,243.99,22.18,0.07,182.5,109.31,28.64,69.76,581.19,245.0,Very Unhealthy,Rajshahi
2025-02-19,00:00,69.48,77.21,373.28,294.57,8.29,0.09,196.93,251.28,11.03,55.31,315.2,247.0,Very Unhealthy,Barisal
2025-02-19,00:00,185.93,150.49,323.94,133.72,4.17,0.11,42.07,55.88,15.64,84.53,607.87,205.0,Very Unhealthy,Sylhet
2025-02-19,00:00,168.26,198.53,256.98,194.47,20.42,0.1,219.03,244.39,13.51,89.07,224.91,269.0,Very Unhealthy,Mymensingh
2025-02-19,00:00,245.89,31.8,96.09,97.22,2.26,0.12,107.09,230.56,31.1,66.71,478.1,216.0,Very Unhealthy,Rangpur
2025-02-19,01:00,178.84,136.87,37.87,302.44,14.11,0.1,156.51,377.88,22.36,66.86,149.99,234.0,Very Unhealthy,Dhaka
2025-02-19,01:00,65.98,75.58,201.53,223.6,1.35,0.08,283.66,59.17,19.01,86.12,608.78,327.0,Hazardous,Chattogram
2025-02-19,01:00,120.2,60.24,154.17,134.67,12.58,0.11,220.57,127.89,27.96,81.56,704.93,270.0,Very Unhealthy,Khulna
2025-02-19,01:00,110.25,181.09,213.64,50.08,29.86,0.02,262.46,104.21,29.24,64.51,105.7,311.0,Hazardous,Rajshahi
2025-02-19,01:00,142.53,128.5,120.97,196.83,7.81,0.13,252.26,165.26,29.0,89.71,928.12,302.0,Hazardous,Barisal
2025-02-19,01:00,233.38,150.02,135.06,191.72,13.18,0.07,292.8,118.5,32.66,51.4,987.74,335.0,Hazardous,Sylhet
2025-02-19,01:00,216.72,15.63,163.93,266.07,4.02,0.11,181.69,291.35,13.89,81.31,983.6,232.0,Very Unhealthy,Mymensingh
2025-02-19,01:00,276.13,182.38,360.2,168.53,18.66,0.05,52.08,122.88,30.1,62.29,925.61,222.0,Very Unhealthy,Rangpur
2025-02-19,02:00,222.02,65.54,185.88,244.34,19.77,0.07,130.85,366.37,17.78,54.63,817.29,229.0,Very Unhealthy,Dhaka
2025-02-19,02:00,149.04,92.22,290.71,244.67,2.37,0.01,65.65,182.65,22.21,93.15,266.05,156.0,Unhealthy,Chattogram
2025-02-19,02:00,114.43,149.44,23.74,366.46,26.85,0.03,219.18,117.43,19.59,80.13,534.64,276.0,Very Unhealthy,Khulna
2025-02-19,02:00,57.5,43.67,374.38,329.15,20.5,0.04,194.61,66.84,32.55,82.75,911.0,245.0,Very Unhealthy,Rajshahi
2025-02-19,02:00,38.46,97.73,385.18,371.05,7.79,0.13,189.02,352.1,30.14,92.26,934.63,239.0,Very Unhealthy,Barisal
2025-02-19,02:00,134.73,168.7,18.54,59.22,5.19,0.08,37.02,320.03,14.91,63.17,409.02,183.0,Unhealthy,Sylhet
2025-02-19,02:00,221.94,175.5,152.66,346.2,24.47,0.13,229.67,66.45,27.12,94.98,834.04,279.0,Very Unhealthy,Mymensingh
2025-02-19,02:00,40.97,52.88,326.06,123.04,7.63,0.08,51.73,179.62,12.93,73.54,418.89,144.0,Unhealthy for Sensitive Groups,Rangpur
2025-02-19,03:00,53.3,37.13,187.59,244.97,2.14,0.01,22.81,321.3,33.07,88.87,641.59,184.0,Unhealthy,Dhaka
2025-02-19,03:00,43.97,170.28,66.87,136.02,6.7,0.01,151.34,63.8,21.49,51.85,431.09,202.0,Very Unhealthy,Chattogram
2025-02-19,03:00,298.98,169.25,105.93,201.81,1.3,0.05,58.39,87.6,26.2,75.24,484.66,198.0,Unhealthy,Khulna
2025-02-19,03:00,48.62,47.02,322.93,273.45,18.31,0.05,72.44,222.43,20.01,54.69,776.14,220.0,Very Unhealthy,Rajshahi
2025-02-19,03:00,197.25,116.22,300.7,62.99,5.85,0.05,78.33,281.58,23.0,53.21,845.07,164.0,Unhealthy,Barisal
2025-02-19,03:00,43.27,61.56,299.74,101.49,16.04,0.07,46.97,151.44,13.53,55.8,418.83,205.0,Very Unhealthy,Sylhet
2025-02-19,03:00,224.91,169.03,351.2,102.97,5.32,0.06,128.75,208.21,22.42,77.81,845.06,189.0,Unhealthy,Mymensingh
2025-02-19,03:00,269.14,165.15,311.2,132.83,20.84,0.14,120.06,145.38,23.14,68.21,553.83,237.0,Very Unhealthy,Rangpur
2025-02-19,04:00,14.95,150.11,256.95,337.04,10.7,0.1,39.96,344.06,26.57,67.31,611.97,195.0,Unhealthy,Dhaka
2025-02-19,04:00,280.0,135.45,393.35,179.81,17.69,0.13,80.17,361.71,16.67,64.76,119.72,226.0,Very Unhealthy,Chattogram
2025-02-19,04:00,172.91,93.39,58.61,208.54,10.52,0.08,176.25,165.95,22.33,93.06,638.42,227.0,Very Unhealthy,Khulna
2025-02-19,04:00,269.28,101.04,149.91,249.92,1.85,0.01,101.18,277.88,29.42,89.22,497.89,186.0,Unhealthy,Rajshahi
2025-02-19,04:00,94.45,189.94,153.86,61.36,8.05,0.14,72.3,238.29,20.08,86.78,617.23,237.0,Very Unhealthy,Barisal
2025-02-19,04:00,175.28,44.15,365.18,76.48,1.11,0.06,256.03,34.25,19.52,83.72,143.6,305.0,Hazardous,Sylhet
2025-02-19,04:00,266.99,103.98,354.49,248.43,3.7,0.07,283.79,63.34,32.65,51.75,293.92,328.0,Hazardous,Mymensingh
2025-02-19,04:00,251.97,195.25,385.59,181.42,4.17,0.04,115.63,28.75,10.52,89.55,392.17,182.0,Unhealthy,Rangpur
2025-02-19,05:00,282.44,175.72,137.8,128.71,11.04,0.05,134.17,156.77,13.72,89.14,774.64,192.0,Unhealthy,Dhaka
2025-02-19,05:00,83.76,170.92,254.82,312.13,7.38,0.14,159.2,271.51,29.13,79.85,734.42,237.0,Very Unhealthy,Chattogram
2025-02-19,05:00,28.88,176.94,262.44,325.0,3.79,0.11,10.32,104.11,27.05,83.54,765.03,205.0,Very Unhealthy,Khulna
2025-02-19,05:00,232.72,43.05,175.78,340.21,10.23,0.01,231.78,129.19,14.74,57.75,914.52,282.0,Very Unhealthy,Rajshahi
2025-02-19,05:00,224.47,153.12,392.16,30.75,12.99,0.06,109.9,285.94,15.06,75.32,538.85,179.0,Unhealthy,Barisal
2025-02-19,05:00,275.06,64.34,290.39,156.84,28.16,0.13,100.84,56.77,31.55,67.95,651.15,285.0,Very Unhealthy,Sylhet
2025-02-19,05:00,35.43,60.68,197.0,180.03,5.18,0.07,226.6,193.55,33.16,69.89,828.03,276.0,Very Unhealthy,Mymensingh
2025-02-19,05:00,24.62,66.7,279.94,392.35,5.3,0.11,130.32,383.19,28.02,64.56,869.59,241.0,Very Unhealthy,Rangpur
2025-02-19,06:00,38.18,178.77,294.06,388.08,13.71,0.08,66.03,237.24,10.06,50.24,739.35,171.0,Unhealthy,Dhaka
2025-02-19,06:00,145.99,162.23,192.13,307.85,23.17,0.15,294.58,125.1,30.43,51.52,559.73,336.0,Hazardous,Chattogram
2025-02-19,06:00,259.17,198.38,315.57,166.44,16.83,0.08,279.13,394.28,33.04,54.62,834.99,324.0,Hazardous,Khulna
2025-02-19,06:00,33.63,95.2,338.5,280.01,21.83,0.03,78.78,248.56,11.34,77.93,814.35,243.0,Very Unhealthy,Rajshahi
2025-02-19,06:00,63.53,155.98,34.76,365.71,25.4,0.03,126.14,279.68,29.44,91.81,770.68,267.0,Very Unhealthy,Barisal
2025-02-19,06:00,105.83,5.38,26.39,313.15,17.36,0.07,85.78,87.12,18.02,75.28,841.57,213.0,Very Unhealthy,Sylhet
2025-02-19,06:00,230.99,14.06,179.72,84.74,11.11,0.13,166.61,357.78,15.53,76.97,216.17,226.0,Very Unhealthy,Mymensingh
2025-02-19,06:00,87.25,178.18,164.26,287.31,1.53,0.14,290.65,274.63,24.55,58.82,128.47,333.0,Hazardous,Rangpur
2025-02-19,07:00,210.48,75.46,298.02,203.11,10.62,0.13,161.42,285.2,11.46,68.38,603.39,226.0,Very Unhealthy,Dhaka
2025-02-19,07:00,197.77,171.84,204.88,38.09,2.89,0.1,221.7,359.1,16.63,57.42,126.39,272.0,Very Unhealthy,Chattogram
2025-02-19,07:00,67.28,3.24,214.26,167.32,3.53,0.13,96.44,263.54,30.77,91.89,898.64,226.0,Very Unhealthy,Khulna
2025-02-19,07:00,218.4,141.04,191.53,143.39,8.59,0.04,161.89,174.05,11.05,54.92,511.92,212.0,Very Unhealthy,Rajshahi
2025-02-19,07:00,220.41,53.04,227.85,353.95,2.82,0.06,167.28,359.46,13.43,69.91,626.35,218.0,Very Unhealthy,Barisal
2025-02-19,07:00,83.67,182.66,373.93,204.67,3.95,0.09,94.8,378.03,25.28,68.63,546.88,234.0,Very Unhealthy,Sylhet
2025-02-19,07:00,126.26,106.3,33.43,393.01,17.72,0.12,199.73,300.23,17.22,74.21,651.12,250.0,Very Unhealthy,Mymensingh
2025-02-19,07:00,194.88,66.43,399.06,323.77,19.72,0.05,205.04,279.97,31.18,52.64,988.65,255.0,Very Unhealthy,Rangpur
2025-02-19,08:00,90.24,63.53,294.63,357.12,1.49,0.05,180.28,331.42,20.99,64.34,386.29,231.0,Very Unhealthy,Dhaka
2025-02-19,08:00,283.45,117.46,191.56,292.85,2.69,0.12,195.9,280.19,18.53,62.55,289.26,246.0,Very Unhealthy,Chattogram
2025-02-19,08:00,253.65,48.42,279.94,220.37,18.05,0.12,123.81,211.2,15.5,60.76,667.22,218.0,Very Unhealthy,Khulna
2025-02-19,08:00,164.86,75.45,306.62,294.52,17.4,0.06,128.67,315.03,21.94,75.14,638.58,9.0,Good,Rajshahi
2025-02-19,08:00,53.73,164.03,10.99,143.54,21.28,0.11,16.11,72.35,19.69,50.62,691.83,239.0,Very Unhealthy,Barisal
2025-02-19,08:00,90.73,138.54,60.02,188.52,4.19,0.13,286.05,320.74,16.72,72.97,327.87,329.0,Hazardous,Sylhet
2025-02-19,08:00,33.23,36.99,41.16,110.7,27.67,0.15,92.29,329.67,10.3,63.39,807.12,282.0,Very Unhealthy,Mymensingh
2025-02-19,08:00,140.9,50.15,84.36,92.25,1.63,0.14,142.66,141.16,25.73,78.39,596.59,237.0,Very Unhealthy,Rangpur
2025-02-19,09:00,108.07,164.03,61.94,259.07,3.87,0.08,96.57,363.23,17.04,53.47,297.09,213.0,Very Unhealthy,Dhaka
2025-02-19,09:00,32.06,159.91,118.3,275.4,27.52,0.12,106.84,170.36,30.78,51.34,948.01,281.0,Very Unhealthy,Chattogram
2025-02-19,09:00,106.51,26.31,25.67,214.06,29.63,0.11,105.13,205.01,14.48,62.73,75.5,295.0,Very Unhealthy,Khulna
2025-02-19,09:00,183.74,55.62,149.92,266.42,11.67,0.13,125.09,160.65,15.8,86.86,718.25,226.0,Very Unhealthy,Rajshahi
2025-02-19,09:00,199.99,198.78,339.19,91.53,27.22,0.07,70.17,60.87,18.98,67.1,981.61,279.0,Very Unhealthy,Barisal
2025-02-19,09:00,135.49,115.39,85.87,249.81,9.39,0.05,82.47,364.97,30.27,72.29,631.78,215.0,Very Unhealthy,Sylhet
2025-02-19,09:00,155.14,168.37,175.36,118.52,6.74,0.14,240.05,389.31,18.41,53.31,783.69,290.0,Very Unhealthy,Mymensingh
2025-02-19,09:00,131.3,112.92,240.14,372.94,9.88,0.02,23.56,45.12,32.81,62.98,497.56,127.0,Unhealthy for Sensitive Groups,Rangpur
2025-02-19,10:00,158.9,149.69,131.23,315.68,7.87,0.02,92.05,293.84,30.9,91.93,681.84,170.0,Unhealthy,Dhaka
2025-02-19,10:00,193.48,61.37,175.24,268.55,28.39,0.03,202.89,227.65,25.27,75.59,254.06,287.0,Very Unhealthy,Chattogram
2025-02-19,10:00,284.1,84.43,331.05,379.69,0.87,0.1,32.06,167.45,22.57,61.05,837.79,192.0,Unhealthy,Khulna
2025-02-19,10:00,157.49,165.49,244.79,206.2,14.45,0.02,159.15,162.6,22.39,90.38,141.24,210.0,Very Unhealthy,Rajshahi
2025-02-19,10:00,82.6,124.9,61.84,225.04,12.13,0.13,174.74,104.5,25.87,76.19,429.26,226.0,Very Unhealthy,Barisal
2025-02-19,10:00,281.29,26.86,127.06,301.54,10.0,0.01,70.81,211.58,10.3,80.9,583.86,191.0,Unhealthy,Sylhet
2025-02-19,10:00,6.64,101.4,192.52,122.57,14.7,0.06,215.79,396.01,29.46,54.29,535.79,266.0,Very Unhealthy,Mymensingh
2025-02-19,10:00,273.38,133.96,22.57,365.88,29.42,0.08,86.57,156.6,21.92,83.45,791.93,293.0,Very Unhealthy,Rangpur
2025-02-19,11:00,88.99,32.49,71.49,357.55,1.06,0.12,24.67,213.82,22.99,76.15,448.02,216.0,Very Unhealthy,Dhaka
2025-02-19,11:00,70.7,177.41,383.84,357.54,12.43,0.09,285.48,22.04,14.63,61.52,727.6,329.0,Hazardous,Chattogram
2025-02-19,11:00,50.55,66.71,43.62,132.45,15.12,0.08,59.76,66.02,24.97,94.7,988.17,195.0,Unhealthy,Khulna
2025-02-19,11:00,63.09,115.54,304.34,159.1,8.14,0.13,28.26,307.19,23.87,75.98,484.69,226.0,Very Unhealthy,Rajshahi
2025-02-19,11:00,240.32,166.96,80.48,262.95,9.61,0.11,262.54,220.58,29.84,55.73,924.25,311.0,Hazardous,Barisal
2025-02-19,11:00,129.9,29.63,295.96,303.58,21.55,0.03,140.82,290.53,10.38,61.67,503.2,241.0,Very Unhealthy,Sylhet
2025-02-19,11:00,297.46,5.14,204.83,398.32,23.57,0.13,285.55,159.22,30.74,52.23,746.94,329.0,Hazardous,Mymensingh
2025-02-19,11:00,171.53,26.03,232.7,31.12,8.58,0.13,224.27,303.64,30.47,94.76,455.47,274.0,Very Unhealthy,Rangpur
2025-02-19,12:00,287.88,93.33,234.45,34.68,2.48,0.12,103.83,395.18,23.7,66.93,458.7,259.0,Very Unhealthy,Dhaka
2025-02-19,12:00,257.94,62.84,152.8,246.79,29.12,0.01,88.29,82.54,10.32,71.81,491.71,291.0,Very Unhealthy,Chattogram
2025-02-19,12:00,101.79,146.04,159.34,177.69,10.58,0.03,201.73,333.04,29.41,71.68,353.62,252.0,Very Unhealthy,Khulna
2025-02-19,12:00,8.69,102.79,97.36,306.37,29.4,0.14,224.25,165.31,15.37,67.01,652.92,293.0,Very Unhealthy,Rajshahi
2025-02-19,12:00,227.41,20.53,70.75,321.3,12.08,0.05,271.05,261.38,19.72,56.57,637.91,317.0,Hazardous,Barisal
2025-02-19,12:00,107.21,156.06,16.64,137.28,8.26,0.02,257.27,207.68,32.75,76.07,658.84,306.0,Hazardous,Sylhet
2025-02-19,12:00,248.64,87.48,352.74,311.67,5.56,0.02,152.28,39.34,27.21,81.82,128.12,203.0,Very Unhealthy,Mymensingh
2025-02-19,12:00,168.73,130.3,272.51,217.13,29.09,0.14,202.8,127.11,28.0,80.84,953.08,291.0,Very Unhealthy,Rangpur
2025-02-19,13:00,295.1,117.1,372.02,62.43,11.81,0.03,28.09,336.49,34.56,86.76,733.16,196.0,Unhealthy,Dhaka
2025-02-19,13:00,48.81,169.9,51.16,168.35,26.38,0.07,81.73,294.96,22.43,74.09,645.02,273.0,Very Unhealthy,Chattogram
2025-02-19,13:00,27.72,133.69,289.52,49.29,24.5,0.08,99.89,193.31,22.67,84.61,185.64,261.0,Very Unhealthy,Khulna
2025-02-19,13:00,219.33,17.69,279.79,160.63,10.31,0.08,148.98,81.64,25.92,50.27,791.94,199.0,Unhealthy,Rajshahi
2025-02-19,13:00,158.73,138.99,191.38,167.43,5.96,0.14,70.21,368.37,30.06,74.28,902.97,237.0,Very Unhealthy,Barisal
2025-02-19,13:00,160.39,19.13,148.28,32.42,16.16,0.14,189.02,293.94,15.77,82.16,626.38,239.0,Very Unhealthy,Sylhet
2025-02-19,13:00,31.11,198.61,280.08,258.58,6.01,0.02,290.63,225.93,27.36,94.04,841.04,333.0,Hazardous,Mymensingh
2025-02-19,13:00,13.82,107.1,199.92,298.38,9.73,0.05,268.58,211.3,32.69,88.22,879.88,315.0,Hazardous,Rangpur
2025-02-19,14:00,270.06,126.79,192.26,393.99,21.44,0.05,202.68,376.11,13.87,53.94,535.61,253.0,Very Unhealthy,Dhaka
2025-02-19,14:00,93.81,125.73,347.7,67.17,17.11,0.05,107.05,53.62,22.42,90.71,495.97,212.0,Very Unhealthy,Chattogram
2025-02-19,14:00,105.56,70.6,205.21,287.96,5.69,0.04,197.25,376.9,15.64,71.61,387.33,247.0,Very Unhealthy,Khulna
2025-02-19,14:00,36.74,109.15,33.46,101.16,13.43,0.13,56.67,395.8,27.71,59.8,217.66,260.0,Very Unhealthy,Rajshahi
2025-02-19,14:00,228.9,185.68,388.04,35.44,13.65,0.09,197.69,378.91,10.28,93.44,81.39,248.0,Very Unhealthy,Barisal
2025-02-19,14:00,23.7,153.25,27.2,167.91,11.99,0.03,200.11,383.09,16.4,93.89,699.21,250.0,Very Unhealthy,Sylhet
2025-02-19,14:00,210.76,156.43,125.49,44.39,21.27,0.03,291.06,250.76,32.18,66.35,98.47,333.0,Hazardous,Mymensingh
2025-02-19,14:00,189.81,168.14,258.24,223.26,27.58,0.05,97.47,101.86,31.66,87.44,813.89,281.0,Very Unhealthy,Rangpur
2025-02-19,15:00,41.72,41.58,114.95,347.18,12.08,0.03,142.04,241.02,19.91,80.13,485.81,196.0,Unhealthy,Dhaka
2025-02-19,15:00,132.38,170.43,296.41,43.46,7.58,0.03,263.05,266.36,18.51,89.04,920.98,311.0,Hazardous,Chattogram
2025-02-19,15:00,42.0,42.36,271.0,192.09,28.25,0.08,238.85,54.18,27.19,73.07,732.32,289.0,Very Unhealthy,Khulna
2025-02-19,15:00,235.05,123.35,310.82,280.15,24.43,0.12,64.6,340.11,31.57,58.86,729.43,260.0,Very Unhealthy,Rajshahi
2025-02-19,15:00,87.17,151.43,50.22,261.16,18.03,0.07,63.99,288.54,34.03,72.26,337.09,218.0,Very Unhealthy,Barisal
2025-02-19,15:00,186.22,11.43,123.02,62.12,23.96,0.08,221.43,276.4,19.73,79.4,184.66,271.0,Very Unhealthy,Sylhet
2025-02-19,15:00,182.53,88.71,246.99,124.28,29.31,0.14,83.17,374.24,11.92,59.56,167.16,293.0,Very Unhealthy,Mymensingh
2025-02-19,15:00,207.7,4.75,330.12,74.74,15.32,0.08,286.85,349.99,15.73,67.8,897.82,330.0,Hazardous,Rangpur
2025-02-19,16:00,165.85,47.12,99.21,56.06,18.67,0.06,69.77,378.17,20.02,51.05,851.29,234.0,Very Unhealthy,Dhaka
2025-02-19,16:00,229.2,172.94,205.95,326.19,18.97,0.14,81.58,216.97,17.13,88.26,114.25,237.0,Very Unhealthy,Chattogram
2025-02-19,16:00,104.52,110.55,368.45,323.89,25.97,0.13,25.34,126.71,29.12,54.94,88.19,271.0,Very Unhealthy,Khulna
2025-02-19,16:00,76.39,41.91,224.24,47.09,13.28,0.07,193.52,362.77,26.61,53.27,328.58,244.0,Very Unhealthy,Rajshahi
2025-02-19,16:00,78.06,195.69,36.63,59.5,21.64,0.07,72.34,64.8,17.68,81.05,186.35,242.0,Very Unhealthy,Barisal
2025-02-19,16:00,89.68,155.35,119.29,40.25,22.88,0.05,215.22,242.23,28.72,76.32,115.69,265.0,Very Unhealthy,Sylhet
2025-02-19,16:00,121.74,130.51,231.42,352.61,14.91,0.14,288.07,316.18,31.01,51.81,494.05,331.0,Hazardous,Mymensingh
2025-02-19,16:00,96.92,26.34,166.72,325.99,15.14,0.13,152.24,342.43,27.83,68.77,545.31,226.0,Very Unhealthy,Rangpur
2025-02-19,17:00,268.73,182.33,27.88,393.14,8.23,0.03,110.9,72.39,28.83,85.87,94.29,185.0,Unhealthy,Dhaka
2025-02-19,17:00,11.73,35.85,326.27,278.18,22.51,0.06,290.05,243.96,18.84,74.71,136.08,332.0,Hazardous,Chattogram
2025-02-19,17:00,29.1,136.5,109.04,277.2,8.11,0.07,225.14,64.77,20.59,76.36,650.56,275.0,Very Unhealthy,Khulna
2025-02-19,17:00,242.1,10.03,61.63,335.19,26.69,0.12,253.1,190.18,34.74,92.71,943.5,303.0,Hazardous,Rajshahi
2025-02-19,17:00,175.5,63.68,14.78,318.41,2.25,0.04,165.7,99.67,19.94,54.24,468.22,216.0,Very Unhealthy,Barisal
2025-02-19,17:00,82.16,125.25,208.33,79.95,10.85,0.12,271.02,171.79,27.09,88.92,357.78,317.0,Hazardous,Sylhet
2025-02-19,17:00,281.97,16.2,27.81,340.82,5.09,0.04,188.55,27.18,26.84,77.94,850.8,239.0,Very Unhealthy,Mymensingh
2025-02-19,17:00,289.25,38.58,33.33,132.83,23.58,0.03,257.29,87.43,22.05,58.74,144.55,306.0,Hazardous,Rangpur
2025-02-19,18:00,266.3,34.32,398.16,135.02,23.71,0.01,63.71,385.8,30.63,63.18,356.72,256.0,Very Unhealthy,Dhaka
2025-02-19,18:00,68.49,158.95,116.02,326.46,13.67,0.15,238.05,333.8,32.14,88.37,792.17,288.0,Very Unhealthy,Chattogram
2025-02-19,18:00,30.1,3.79,238.98,122.14,10.11,0.07,124.07,24.14,19.48,55.1,295.04,186.0,Unhealthy,Khulna
2025-02-19,18:00,60.68,121.1,134.42,160.36,21.8,0.03,274.39,382.96,15.67,75.29,165.01,320.0,Hazardous,Rajshahi
2025-02-19,18:00,64.44,6.47,270.63,107.77,14.54,0.13,247.21,122.83,23.0,82.42,880.67,297.0,Very Unhealthy,Barisal
2025-02-19,18:00,76.24,125.75,22.9,306.93,13.91,0.06,54.26,110.05,33.51,75.52,685.86,175.0,Unhealthy,Sylhet
2025-02-19,18:00,16.83,92.64,285.8,344.47,4.37,0.13,93.49,135.89,22.51,80.34,458.21,226.0,Very Unhealthy,Mymensingh
2025-02-19,18:00,164.24,134.05,319.03,222.2,0.65,0.11,285.02,235.05,13.59,53.2,178.82,328.0,Hazardous,Rangpur
2025-02-19,19:00,170.68,48.18,215.06,271.26,14.58,0.04,284.94,281.02,34.29,55.24,873.33,328.0,Hazardous,Dhaka
2025-02-19,19:00,169.15,64.76,371.57,353.46,17.92,0.13,187.64,186.68,20.97,64.98,544.02,238.0,Very Unhealthy,Chattogram
2025-02-19,19:00,42.84,9.47,163.76,312.66,29.45,0.01,206.26,152.77,19.8,67.37,56.64,294.0,Very Unhealthy,Khulna
2025-02-19,19:00,18.88,148.09,161.85,52.54,12.77,0.04,194.41,175.69,10.27,81.63,75.95,245.0,Very Unhealthy,Rajshahi
2025-02-19,19:00,11.46,25.17,313.76,230.64,24.73,0.02,96.47,164.17,31.74,59.33,278.75,262.0,Very Unhealthy,Barisal
2025-02-19,19:00,120.19,148.87,163.84,351.04,14.87,0.14,95.73,159.39,25.26,61.56,897.76,237.0,Very Unhealthy,Sylhet
2025-02-19,19:00,171.91,88.01,155.56,95.46,8.44,0.1,291.45,114.42,26.46,77.63,479.83,334.0,Hazardous,Mymensingh
2025-02-19,19:00,74.89,23.86,246.46,31.08,4.54,0.13,282.57,115.69,20.94,64.8,948.31,327.0,Hazardous,Rangpur
2025-02-19,20:00,15.01,24.67,240.28,42.0,8.36,0.02,296.79,336.74,13.83,88.72,664.14,338.0,Hazardous,Dhaka
2025-02-19,20:00,164.33,12.95,377.8,220.05,21.06,0.03,178.68,100.6,25.17,91.94,147.7,238.0,Very Unhealthy,Chattogram
2025-02-19,20:00,218.37,160.74,380.69,230.1,14.07,0.09,234.97,373.9,10.47,61.29,161.07,285.0,Very Unhealthy,Khulna
2025-02-19,20:00,299.75,122.36,113.28,199.72,5.62,0.14,50.0,341.26,30.75,87.65,879.06,237.0,Very Unhealthy,Rajshahi
2025-02-19,20:00,141.31,20.9,38.18,342.47,27.99,0.05,294.75,87.46,29.43,75.61,983.98,336.0,Hazardous,Barisal
2025-02-19,20:00,258.23,67.57,88.16,375.58,0.62,0.1,236.61,287.11,10.92,56.74,390.39,286.0,Very Unhealthy,Sylhet
2025-02-19,20:00,243.73,108.71,271.12,238.88,13.29,0.08,69.18,295.26,21.3,94.85,144.78,175.0,Unhealthy,Mymensingh
2025-02-19,20:00,216.16,163.11,289.79,148.1,0.9,0.02,75.09,150.55,26.19,72.02,277.55,164.0,Unhealthy,Rangpur
2025-02-19,21:00,178.75,128.08,287.55,341.29,29.34,0.05,27.26,224.03,11.73,86.95,262.7,293.0,Very Unhealthy,Dhaka
2025-02-19,21:00,61.21,68.15,149.62,109.48,23.66,0.12,95.09,305.99,23.48,72.19,982.26,255.0,Very Unhealthy,Chattogram
2025-02-19,21:00,189.26,46.08,44.57,66.4,27.6,0.09,232.84,133.01,11.42,72.99,146.24,283.0,Very Unhealthy,Khulna
2025-02-19,21:00,124.11,5.12,184.96,79.79,9.45,0.11,205.34,289.79,18.76,65.05,295.68,255.0,Very Unhealthy,Rajshahi
2025-02-19,21:00,78.89,108.3,272.09,61.39,17.4,0.07,214.07,272.76,17.06,58.97,191.71,264.0,Very Unhealthy,Barisal
2025-02-19,21:00,23.82,6.59,58.76,38.78,14.4,0.02,269.03,25.8,18.88,75.28,729.39,316.0,Hazardous,Sylhet
2025-02-19,21:00,19.43,172.51,168.38,146.84,7.58,0.12,170.14,356.48,11.1,86.96,988.34,220.0,Very Unhealthy,Mymensingh
2025-02-19,21:00,170.83,141.35,310.68,296.25,15.44,0.06,291.44,332.49,23.81,52.53,758.12,334.0,Hazardous,Rangpur
2025-02-19,22:00,144.63,120.87,241.91,298.09,7.97,0.07,83.91,319.37,23.37,71.9,713.75,183.0,Unhealthy,Dhaka
2025-02-19,22:00,181.24,143.5,341.2,178.5,22.16,0.08,276.02,99.45,19.0,75.94,596.67,321.0,Hazardous,Chattogram
2025-02-19,22:00,227.35,134.71,280.19,113.5,28.35,0.13,71.88,245.12,13.7,70.15,953.31,286.0,Very Unhealthy,Khulna
2025-02-19,22:00,69.92,37.02,195.08,172.24,3.67,0.14,22.43,307.69,20.74,91.92,158.97,237.0,Very Unhealthy,Rajshahi
